virus,host
Equid gammaherpesvirus 5,Neotamias minimus
Equid gammaherpesvirus 5,Neotoma fuscipes
Equid gammaherpesvirus 5,Nyctalus noctula
Equid gammaherpesvirus 5,Okapia johnstoni
Equid gammaherpesvirus 5,Oligoryzomys nigripes
Equid gammaherpesvirus 5,Orcinus orca
Equid gammaherpesvirus 5,Oryctolagus cuniculus
Equid gammaherpesvirus 5,Otospermophilus beecheyi
Equid gammaherpesvirus 5,Panthera leo
Equid gammaherpesvirus 5,Panthera uncia
Equid gammaherpesvirus 5,Pedetes capensis
Equid gammaherpesvirus 5,Peromyscus gossypinus
Equid gammaherpesvirus 5,Peromyscus leucopus
Equid gammaherpesvirus 5,Peromyscus maniculatus
Equid gammaherpesvirus 5,Peromyscus truei
Equid gammaherpesvirus 5,Petaurus breviceps
Equid gammaherpesvirus 5,Phacochoerus aethiopicus
Equid gammaherpesvirus 5,Potos flavus
Equid gammaherpesvirus 5,Procyon lotor
Equid gammaherpesvirus 5,Pteropus alecto
Equid gammaherpesvirus 5,Pteropus conspicillatus
Equid gammaherpesvirus 5,Pteropus hypomelanus
Equid gammaherpesvirus 5,Pteropus poliocephalus
Equid gammaherpesvirus 5,Pteropus rufus
Equid gammaherpesvirus 5,Pteropus scapulatus
Equid gammaherpesvirus 5,Rattus rattus
Equid gammaherpesvirus 5,Redunca arundinum
Equid gammaherpesvirus 5,Redunca fulvorufula
Equid gammaherpesvirus 5,Rhabdomys pumilio
Equid gammaherpesvirus 5,Rhinoceros unicornis
Equid gammaherpesvirus 5,Saimiri sciureus
Equid gammaherpesvirus 5,Sciurus carolinensis
Equid gammaherpesvirus 5,Sciurus griseus
Equid gammaherpesvirus 5,Setonix brachyurus
Equid gammaherpesvirus 5,Sigmodon hispidus
Equid gammaherpesvirus 5,Spilogale putorius
Equid gammaherpesvirus 5,Suricata suricatta
Equid gammaherpesvirus 5,Sylvicapra grimmia
Equid gammaherpesvirus 5,Sylvilagus audubonii
Equid gammaherpesvirus 5,Sylvilagus nuttallii
Equid gammaherpesvirus 5,Tamandua tetradactyla
Equid gammaherpesvirus 5,Tamias striatus
Equid gammaherpesvirus 5,Tamiasciurus hudsonicus
Equid gammaherpesvirus 5,Tapirus terrestris
Equid gammaherpesvirus 5,Tatera indica
Equid gammaherpesvirus 5,Tragelaphus angasii
Equid gammaherpesvirus 5,Tragelaphus oryx
Equid gammaherpesvirus 5,Tragelaphus strepsiceros
Equid gammaherpesvirus 5,Trichosurus vulpecula
Equid gammaherpesvirus 5,Urocitellus columbianus
Equid gammaherpesvirus 5,Urocitellus richardsonii
Equid gammaherpesvirus 5,Urocyon cinereoargenteus
Equid gammaherpesvirus 5,Ursus americanus
Equid gammaherpesvirus 5,Ursus maritimus
Equid gammaherpesvirus 5,Vampyrodes caraccioli
Equid gammaherpesvirus 5,Varecia variegata
Equid gammaherpesvirus 5,Vulpes macrotis
Equid gammaherpesvirus 5,Vulpes vulpes
Equid gammaherpesvirus 5,Xerus inauris
Equid gammaherpesvirus 7,Bos taurus
Equid gammaherpesvirus 7,Bubalus bubalis
Equid gammaherpesvirus 7,Camelus dromedarius
Equid gammaherpesvirus 7,Canis lupus familiaris
Equid gammaherpesvirus 7,Capra hircus
Equid gammaherpesvirus 7,Equus asinus
Equid gammaherpesvirus 7,Equus caballus
Equid gammaherpesvirus 7,Equus quagga
Equid gammaherpesvirus 7,Equus quagga burchellii
Equid gammaherpesvirus 7,Loxodonta africana
Equid gammaherpesvirus 7,Ovis aries
Equid gammaherpesvirus 7,Rattus rattus
Equine encephalosis virus,Acinonyx jubatus
Equine encephalosis virus,Acomys cahirinus
Equine encephalosis virus,Aepyceros melampus
Equine encephalosis virus,Alcelaphus buselaphus
Equine encephalosis virus,Alouatta belzebul
Equine encephalosis virus,Alouatta caraya
Equine encephalosis virus,Alouatta pigra
Equine encephalosis virus,Ammospermophilus nelsoni
Equine encephalosis virus,Antidorcas marsupialis
Equine encephalosis virus,Aotus trivirgatus
Equine encephalosis virus,Arvicanthis niloticus
Equine encephalosis virus,Atelerix albiventris
Equine encephalosis virus,Bos taurus
Equine encephalosis virus,Bradypus tridactylus
Equine encephalosis virus,Bradypus variegatus
Equine encephalosis virus,Bubalus bubalis
Equine encephalosis virus,Callithrix geoffroyi
Equine encephalosis virus,Callithrix jacchus
Equine encephalosis virus,Callospermophilus lateralis
Equine encephalosis virus,Camelus bactrianus
Equine encephalosis virus,Camelus dromedarius
Equine encephalosis virus,Canis latrans
Equine encephalosis virus,Canis lupus
Equine encephalosis virus,Canis lupus familiaris
Equine encephalosis virus,Canis mesomelas
Equine encephalosis virus,Capra hircus
Equine encephalosis virus,Castor canadensis
Equine encephalosis virus,Castor fiber
Equine encephalosis virus,Ceratotherium simum
Equine encephalosis virus,Cercopithecus neglectus
Equine encephalosis virus,Choeropsis liberiensis
Equine encephalosis virus,Choloepus didactylus
Equine encephalosis virus,Choloepus hoffmanni
Equine encephalosis virus,Colobus guereza
Equine encephalosis virus,Connochaetes taurinus
Equine encephalosis virus,Damaliscus pygargus
Equine encephalosis virus,Dasyprocta punctata
Equine encephalosis virus,Dasypus novemcinctus
Equine encephalosis virus,Dendrolagus goodfellowi
Equine encephalosis virus,Dermanura phaeotis
Equine encephalosis virus,Diceros bicornis
Equine encephalosis virus,Didelphis virginiana
Equine encephalosis virus,Dipodomys merriami
Equine encephalosis virus,Eidolon helvum
Equine encephalosis virus,Elephas maximus
Equine encephalosis virus,Epomops franqueti
Equine encephalosis virus,Eptesicus fuscus
Equine encephalosis virus,Equus asinus
Equine encephalosis virus,Equus caballus
Equine encephalosis virus,Equus grevyi
Equine encephalosis virus,Equus hemionus
Equine encephalosis virus,Equus kiang
Equine encephalosis virus,Equus przewalskii
Equine encephalosis virus,Equus quagga
Equine encephalosis virus,Equus quagga burchellii
Equine encephalosis virus,Equus zebra
Equine encephalosis virus,Erethizon dorsatum
Equine encephalosis virus,Eudorcas thomsonii
Equine encephalosis virus,Eulemur albifrons
Equine encephalosis virus,Eulemur macaco
Equine encephalosis virus,Genetta maculata
Equine encephalosis virus,Gerbilliscus brantsii
Equine encephalosis virus,Gerbilliscus leucogaster
Equine encephalosis virus,Giraffa camelopardalis
Equine encephalosis virus,Glauconycteris argentata
Equine encephalosis virus,Glis glis
Equine encephalosis virus,Glossophaga soricina
Equine encephalosis virus,Hemiechinus auritus
Equine encephalosis virus,Hippopotamus amphibius
Equine encephalosis virus,Hipposideros abae
Equine encephalosis virus,Hipposideros caffer
Equine encephalosis virus,Hippotragus niger
Equine encephalosis virus,Hydrochoerus hydrochaeris
Equine encephalosis virus,Hydromys chrysogaster
Equine encephalosis virus,Hystrix africaeaustralis
Equine encephalosis virus,Ichneumia albicauda
Equine encephalosis virus,Ictidomys tridecemlineatus
Equine encephalosis virus,Kobus ellipsiprymnus
Equine encephalosis virus,Lama glama
Equine encephalosis virus,Lemur catta
Equine encephalosis virus,Leontopithecus rosalia
Equine encephalosis virus,Leptailurus serval
Equine encephalosis virus,Lepus americanus
Equine encephalosis virus,Lepus californicus
Equine encephalosis virus,Lepus capensis
Equine encephalosis virus,Lepus europaeus
Equine encephalosis virus,Lepus saxatilis
Equine encephalosis virus,Lonchophylla robusta
Equine encephalosis virus,Lophostoma silvicolum
Equine encephalosis virus,Loxodonta africana
Equine encephalosis virus,Lycaon pictus
Equine encephalosis virus,Macaca nemestrina
Equine encephalosis virus,Macaca sylvanus
Equine encephalosis virus,Macropus agilis
Equine encephalosis virus,Macropus fuliginosus
Equine encephalosis virus,Macropus giganteus
Equine encephalosis virus,Macropus robustus
Equine encephalosis virus,Macropus rufogriseus
Equine encephalosis virus,Macropus rufus
Equine encephalosis virus,Marmota flaviventris
Equine encephalosis virus,Marmota monax
Equine encephalosis virus,Mastomys coucha
Equine encephalosis virus,Mastomys erythroleucus
Equine encephalosis virus,Mastomys huberti
Equine encephalosis virus,Mastomys natalensis
Equine encephalosis virus,Mephitis mephitis
Equine encephalosis virus,Meriones crassus
Equine encephalosis virus,Meriones hurrianae
Equine encephalosis virus,Meriones libycus
Equine encephalosis virus,Micaelamys namaquensis
Equine encephalosis virus,Micropteropus pusillus
Equine encephalosis virus,Microtus arvalis
Equine encephalosis virus,Microtus californicus
Equine encephalosis virus,Microtus oeconomus
Equine encephalosis virus,Microtus socialis
Equine encephalosis virus,Miniopterus schreibersii
Equine encephalosis virus,Mungos mungo
Equine encephalosis virus,Mus booduga
Equine encephalosis virus,Mustela frenata
Equine encephalosis virus,Myocastor coypus
Equine encephalosis virus,Myotis blythii
Equine encephalosis virus,Myotis lucifugus
Equine encephalosis virus,Myrmecophaga tridactyla
Equine encephalosis virus,Nanger granti
Equine encephalosis virus,Napaeozapus insignis
Equine encephalosis virus,Nasua narica
Equine encephalosis virus,Neotamias amoenus
Equine encephalosis virus,Neotamias minimus
Equine encephalosis virus,Neotoma fuscipes
Equine encephalosis virus,Nyctalus noctula
Equine encephalosis virus,Okapia johnstoni
Equine encephalosis virus,Oligoryzomys nigripes
Equine encephalosis virus,Orcinus orca
Equine encephalosis virus,Oryctolagus cuniculus
Equine encephalosis virus,Otospermophilus beecheyi
Equine encephalosis virus,Ourebia ourebi
Equine encephalosis virus,Panthera leo
Equine encephalosis virus,Panthera uncia
Equine encephalosis virus,Pedetes capensis
Equine encephalosis virus,Peromyscus gossypinus
Equine encephalosis virus,Peromyscus leucopus
Equine encephalosis virus,Peromyscus maniculatus
Equine encephalosis virus,Peromyscus truei
Equine encephalosis virus,Petaurus breviceps
Equine encephalosis virus,Phacochoerus aethiopicus
Equine encephalosis virus,Potamochoerus porcus
Equine encephalosis virus,Potos flavus
Equine encephalosis virus,Procyon lotor
Equine encephalosis virus,Pteropus alecto
Equine encephalosis virus,Pteropus conspicillatus
Equine encephalosis virus,Pteropus hypomelanus
Equine encephalosis virus,Pteropus poliocephalus
Equine encephalosis virus,Pteropus rufus
Equine encephalosis virus,Pteropus scapulatus
Equine encephalosis virus,Rattus norvegicus
Equine encephalosis virus,Rattus rattus
Equine encephalosis virus,Redunca arundinum
Equine encephalosis virus,Redunca fulvorufula
Equine encephalosis virus,Rhabdomys pumilio
Equine encephalosis virus,Rhinoceros unicornis
Equine encephalosis virus,Rhombomys opimus
Equine encephalosis virus,Saguinus midas
Equine encephalosis virus,Saimiri sciureus
Equine encephalosis virus,Sciurus carolinensis
Equine encephalosis virus,Sciurus griseus
Equine encephalosis virus,Setonix brachyurus
Equine encephalosis virus,Sigmodon hispidus
Equine encephalosis virus,Speothos venaticus
Equine encephalosis virus,Spermophilus fulvus
Equine encephalosis virus,Spilogale putorius
Equine encephalosis virus,Suricata suricatta
Equine encephalosis virus,Sylvicapra grimmia
Equine encephalosis virus,Sylvilagus audubonii
Equine encephalosis virus,Sylvilagus nuttallii
Equine encephalosis virus,Symphalangus syndactylus
Equine encephalosis virus,Syncerus caffer
Equine encephalosis virus,Tamandua tetradactyla
Equine encephalosis virus,Tamias striatus
Equine encephalosis virus,Tamiasciurus hudsonicus
Equine encephalosis virus,Tapirus terrestris
Equine encephalosis virus,Tatera indica
Equine encephalosis virus,Tragelaphus angasii
Equine encephalosis virus,Tragelaphus oryx
Equine encephalosis virus,Tragelaphus scriptus
Equine encephalosis virus,Tragelaphus strepsiceros
Equine encephalosis virus,Trichosurus vulpecula
Equine encephalosis virus,Urocitellus columbianus
Equine encephalosis virus,Urocitellus richardsonii
Equine encephalosis virus,Ursus americanus
Equine encephalosis virus,Ursus maritimus
Equine encephalosis virus,Urva javanica
Equine encephalosis virus,Varecia variegata
Equine encephalosis virus,Vulpes vulpes
Equine encephalosis virus,Xerus inauris
Equine foamy virus,Acinonyx jubatus
Equine foamy virus,Acomys cahirinus
Equine foamy virus,Aepyceros melampus
Equine foamy virus,Alouatta pigra
Equine foamy virus,Ammospermophilus nelsoni
Equine foamy virus,Antidorcas marsupialis
Equine foamy virus,Aotus trivirgatus
Equine foamy virus,Atelerix albiventris
Equine foamy virus,Bos taurus
Equine foamy virus,Bradypus variegatus
Equine foamy virus,Bubalus bubalis
Equine foamy virus,Callospermophilus lateralis
Equine foamy virus,Camelus dromedarius
Equine foamy virus,Canis latrans
Equine foamy virus,Canis lupus familiaris
Equine foamy virus,Capra hircus
Equine foamy virus,Ceratotherium simum
Equine foamy virus,Choloepus hoffmanni
Equine foamy virus,Colobus guereza
Equine foamy virus,Dasyprocta punctata
Equine foamy virus,Dasypus novemcinctus
Equine foamy virus,Dermanura phaeotis
Equine foamy virus,Diceros bicornis
Equine foamy virus,Didelphis virginiana
Equine foamy virus,Elephas maximus
Equine foamy virus,Eptesicus fuscus
Equine foamy virus,Equus asinus
Equine foamy virus,Equus caballus
Equine foamy virus,Equus grevyi
Equine foamy virus,Equus hemionus
Equine foamy virus,Equus kiang
Equine foamy virus,Equus quagga
Equine foamy virus,Equus quagga burchellii
Equine foamy virus,Equus zebra
Equine foamy virus,Erethizon dorsatum
Equine foamy virus,Eudorcas thomsonii
Equine foamy virus,Gerbilliscus brantsii
Equine foamy virus,Gerbilliscus leucogaster
Equine foamy virus,Giraffa camelopardalis
Equine foamy virus,Glossophaga soricina
Equine foamy virus,Hemiechinus auritus
Equine foamy virus,Hippotragus niger
Equine foamy virus,Homo sapiens
Equine foamy virus,Hydromys chrysogaster
Equine foamy virus,Hystrix africaeaustralis
Equine foamy virus,Lama glama
Equine foamy virus,Lepus americanus
Equine foamy virus,Lepus californicus
Equine foamy virus,Lepus capensis
Equine foamy virus,Lepus europaeus
Equine foamy virus,Lepus saxatilis
Equine foamy virus,Loxodonta africana
Equine foamy virus,Lycaon pictus
Equine foamy virus,Macaca sylvanus
Equine foamy virus,Macropus giganteus
Equine foamy virus,Macropus rufus
Equine foamy virus,Marmota flaviventris
Equine foamy virus,Marmota monax
Equine foamy virus,Mephitis mephitis
Equine foamy virus,Meriones crassus
Equine foamy virus,Meriones hurrianae
Equine foamy virus,Micaelamys namaquensis
Equine foamy virus,Microtus arvalis
Equine foamy virus,Microtus californicus
Equine foamy virus,Microtus oeconomus
Equine foamy virus,Myocastor coypus
Equine foamy virus,Myodes glareolus
Equine foamy virus,Neotamias amoenus
Equine foamy virus,Oryctolagus cuniculus
Equine foamy virus,Otospermophilus beecheyi
Equine foamy virus,Ovis aries
Equine foamy virus,Panthera leo
Equine foamy virus,Pedetes capensis
Equine foamy virus,Peromyscus gossypinus
Equine foamy virus,Peromyscus leucopus
Equine foamy virus,Peromyscus maniculatus
Equine foamy virus,Peromyscus truei
Equine foamy virus,Phacochoerus aethiopicus
Equine foamy virus,Potos flavus
Equine foamy virus,Procyon lotor
Equine foamy virus,Pteropus alecto
Equine foamy virus,Pteropus poliocephalus
Equine foamy virus,Pteropus scapulatus
Equine foamy virus,Rhabdomys pumilio
Equine foamy virus,Rhinoceros unicornis
Equine foamy virus,Saimiri sciureus
Equine foamy virus,Sciurus carolinensis
Equine foamy virus,Sciurus griseus
Equine foamy virus,Sigmodon hispidus
Equine foamy virus,Suricata suricatta
Equine foamy virus,Sus scrofa
Equine foamy virus,Sylvilagus audubonii
Equine foamy virus,Tamandua tetradactyla
Equine foamy virus,Tamias striatus
Equine foamy virus,Tamiasciurus hudsonicus
Equine foamy virus,Tapirus terrestris
Equine foamy virus,Tatera indica
Equine foamy virus,Tragelaphus angasii
Equine foamy virus,Urocitellus columbianus
Equine foamy virus,Urocitellus richardsonii
Equine foamy virus,Urocyon cinereoargenteus
Equine foamy virus,Ursus americanus
Equine foamy virus,Vulpes macrotis
Equine foamy virus,Vulpes velox
Equine foamy virus,Vulpes vulpes
Equine foamy virus,Xerus inauris
Equine infectious anemia virus,Acinonyx jubatus
Equine infectious anemia virus,Acomys cahirinus
Equine infectious anemia virus,Acomys dimidiatus
Equine infectious anemia virus,Aepyceros melampus
Equine infectious anemia virus,Aethomys kaiseri
Equine infectious anemia virus,Ailuropoda melanoleuca
Equine infectious anemia virus,Ailurus fulgens
Equine infectious anemia virus,Alouatta caraya
Equine infectious anemia virus,Alouatta pigra
Equine infectious anemia virus,Ammospermophilus nelsoni
Equine infectious anemia virus,Antidorcas marsupialis
Equine infectious anemia virus,Arvicanthis niloticus
Equine infectious anemia virus,Atelerix albiventris
Equine infectious anemia virus,Bos taurus
Equine infectious anemia virus,Bradypus variegatus
Equine infectious anemia virus,Bubalus bubalis
Equine infectious anemia virus,Callospermophilus lateralis
Equine infectious anemia virus,Caluromys derbianus
Equine infectious anemia virus,Camelus bactrianus
Equine infectious anemia virus,Camelus dromedarius
Equine infectious anemia virus,Canis adustus
Equine infectious anemia virus,Canis latrans
Equine infectious anemia virus,Canis lupus
Equine infectious anemia virus,Canis lupus familiaris
Equine infectious anemia virus,Canis mesomelas
Equine infectious anemia virus,Capra hircus
Equine infectious anemia virus,Caracal caracal
Equine infectious anemia virus,Ceratotherium simum
Equine infectious anemia virus,Cerdocyon thous
Equine infectious anemia virus,Chaerephon pumilus
Equine infectious anemia virus,Choeropsis liberiensis
Equine infectious anemia virus,Choloepus hoffmanni
Equine infectious anemia virus,Chrysocyon brachyurus
Equine infectious anemia virus,Crocidura olivieri
Equine infectious anemia virus,Crocidura zaphiri
Equine infectious anemia virus,Crocuta crocuta
Equine infectious anemia virus,Ctenodactylus gundi
Equine infectious anemia virus,Cynopterus sphinx
Equine infectious anemia virus,Cystophora cristata
Equine infectious anemia virus,Damaliscus pygargus
Equine infectious anemia virus,Dasymys incomtus
Equine infectious anemia virus,Dasyprocta punctata
Equine infectious anemia virus,Dasypus novemcinctus
Equine infectious anemia virus,Dermanura phaeotis
Equine infectious anemia virus,Diceros bicornis
Equine infectious anemia virus,Didelphis marsupialis
Equine infectious anemia virus,Didelphis virginiana
Equine infectious anemia virus,Eidolon dupreanum
Equine infectious anemia virus,Eidolon helvum
Equine infectious anemia virus,Elephas maximus
Equine infectious anemia virus,Eliomys munbyanus
Equine infectious anemia virus,Eonycteris spelaea
Equine infectious anemia virus,Epomops franqueti
Equine infectious anemia virus,Eptesicus fuscus
Equine infectious anemia virus,Equus asinus
Equine infectious anemia virus,Equus caballus
Equine infectious anemia virus,Equus grevyi
Equine infectious anemia virus,Equus hemionus
Equine infectious anemia virus,Equus kiang
Equine infectious anemia virus,Equus przewalskii
Equine infectious anemia virus,Equus quagga
Equine infectious anemia virus,Equus quagga burchellii
Equine infectious anemia virus,Equus zebra
Equine infectious anemia virus,Eudorcas thomsonii
Equine infectious anemia virus,Eulemur fulvus
Equine infectious anemia virus,Felis catus
Equine infectious anemia virus,Felis silvestris
Equine infectious anemia virus,Galagoides demidoff
Equine infectious anemia virus,Gerbilliscus brantsii
Equine infectious anemia virus,Gerbilliscus leucogaster
Equine infectious anemia virus,Gerbillus dasyurus
Equine infectious anemia virus,Gerbillus pyramidum
Equine infectious anemia virus,Giraffa camelopardalis
Equine infectious anemia virus,Glauconycteris argentata
Equine infectious anemia virus,Glossophaga soricina
Equine infectious anemia virus,Hemiechinus auritus
Equine infectious anemia virus,Hipposideros abae
Equine infectious anemia virus,Hippotragus niger
Equine infectious anemia virus,Homo sapiens
Equine infectious anemia virus,Hydromys chrysogaster
Equine infectious anemia virus,Hystrix africaeaustralis
Equine infectious anemia virus,Lama glama
Equine infectious anemia virus,Lemur catta
Equine infectious anemia virus,Leopardus geoffroyi
Equine infectious anemia virus,Leopardus pardalis
Equine infectious anemia virus,Lepilemur edwardsi
Equine infectious anemia virus,Lepilemur mustelinus
Equine infectious anemia virus,Lepus americanus
Equine infectious anemia virus,Lepus californicus
Equine infectious anemia virus,Lepus capensis
Equine infectious anemia virus,Lepus europaeus
Equine infectious anemia virus,Lepus saxatilis
Equine infectious anemia virus,Lissonycteris angolensis
Equine infectious anemia virus,Lontra canadensis
Equine infectious anemia virus,Lophuromys sikapusi
Equine infectious anemia virus,Loxodonta africana
Equine infectious anemia virus,Lycalopex gymnocercus
Equine infectious anemia virus,Lycaon pictus
Equine infectious anemia virus,Lynx canadensis
Equine infectious anemia virus,Lynx lynx
Equine infectious anemia virus,Lynx pardinus
Equine infectious anemia virus,Lynx rufus
